InspectionID,DeliveryID,InspectorID,InspectionDate,InspectedQuantity,PassedQuantity,FailedQuantity,InspectionScore,InspectionResult
INS000347,DEL000347,EMP0184,2026-04-28,2302,2302,0,95.89,Pass
INS000348,DEL000348,EMP0051,2025-02-18,639,639,0,95.77,Pass
INS000349,DEL000349,EMP0110,2025-05-20,3687,3687,0,96.85,Pass
INS000350,DEL000350,EMP0184,2025-03-12,2990,2990,0,98.64,Pass
INS000351,DEL000351,EMP0174,2026-05-15,291,291,0,96.2,Pass
INS000352,DEL000352,EMP0057,2026-03-14,1774,1774,0,99.33,Pass
INS000353,DEL000353,EMP0017,2026-03-02,4374,4374,0,97.86,Pass
INS000354,DEL000354,EMP0096,2024-09-09,60,60,0,95.98,Pass
INS000355,DEL000355,EMP0044,2025-01-18,1740,1739,1,87.55,Minor Issue
INS000356,DEL000356,EMP0066,2025-10-30,1340,1330,10,87.47,Minor Issue
INS000357,DEL000357,EMP0028,2025-11-19,1015,1005,10,92.52,Minor Issue
INS000358,DEL000358,EMP0007,2025-07-12,870,869,1,84.56,Minor Issue
INS000359,DEL000359,EMP0011,2024-11-25,1029,1029,0,98.37,Pass
INS000360,DEL000360,EMP0054,2024-12-19,432,431,1,91.23,Minor Issue
INS000361,DEL000361,EMP0016,2026-02-16,1272,1270,2,91.73,Minor Issue
INS000362,DEL000362,EMP0165,2025-12-16,1792,1792,0,97.72,Pass
INS000363,DEL000363,EMP0054,2026-05-30,1081,1081,0,97.39,Pass
INS000364,DEL000364,EMP0190,2025-05-22,1923,1923,0,97.07,Pass
INS000365,DEL000365,EMP0010,2025-11-28,1155,1153,2,81.0,Minor Issue
INS000366,DEL000366,EMP0091,2026-02-12,2046,2046,0,95.81,Pass
INS000367,DEL000367,EMP0156,2026-06-05,3106,3106,0,97.97,Pass
INS000368,DEL000368,EMP0057,2025-01-16,838,838,0,99.31,Pass
INS000369,DEL000369,EMP0197,2026-07-01,1177,1174,3,88.05,Minor Issue
INS000370,DEL000370,EMP0183,2025-05-13,1121,1121,0,97.05,Pass
INS000371,DEL000371,EMP0057,2024-09-08,1807,1807,0,98.06,Pass
INS000372,DEL000372,EMP0077,2026-01-17,1637,1637,0,95.61,Pass
INS000373,DEL000373,EMP0136,2026-05-01,3764,3762,2,86.48,Minor Issue
INS000374,DEL000374,EMP0096,2025-08-13,1045,1045,0,97.4,Pass
INS000375,DEL000375,EMP0180,2026-03-11,640,640,0,95.83,Pass
INS000376,DEL000376,EMP0057,2025-04-24,1113,1113,0,97.09,Pass
INS000377,DEL000377,EMP0186,2025-07-15,647,646,1,87.19,Minor Issue
INS000378,DEL000378,EMP0079,2026-05-09,499,499,0,98.05,Pass
INS000379,DEL000379,EMP0129,2026-02-18,383,381,2,81.71,Minor Issue
INS000380,DEL000380,EMP0163,2025-06-04,2740,2735,5,90.84,Minor Issue
INS000381,DEL000381,EMP0136,2026-02-24,1678,1677,1,83.92,Minor Issue
INS000382,DEL000382,EMP0183,2026-06-01,660,660,0,98.6,Pass
INS000383,DEL000383,EMP0187,2026-03-29,789,789,0,98.28,Pass
INS000384,DEL000384,EMP0091,2026-06-03,112,112,0,98.74,Pass
INS000385,DEL000385,EMP0092,2024-11-10,3065,3063,2,93.25,Minor Issue
INS000386,DEL000386,EMP0174,2025-09-02,362,360,2,85.76,Minor Issue
INS000387,DEL000387,EMP0136,2025-03-11,1586,1586,0,98.63,Pass
INS000388,DEL000388,EMP0109,2024-09-02,764,764,0,97.38,Pass
INS000389,DEL000389,EMP0134,2025-12-12,1097,1095,2,93.31,Minor Issue
INS000390,DEL000390,EMP0022,2025-06-27,2533,2532,1,87.81,Minor Issue
INS000391,DEL000391,EMP0046,2025-06-06,1488,1488,0,98.7,Pass
INS000392,DEL000392,EMP0042,2024-07-28,987,986,1,93.46,Minor Issue
INS000393,DEL000393,EMP0001,2024-08-18,436,436,0,95.62,Pass
INS000394,DEL000394,EMP0184,2025-01-29,228,228,0,98.62,Pass
INS000395,DEL000395,EMP0054,2025-07-10,188,188,0,98.21,Pass
INS000396,DEL000396,EMP0045,2024-07-21,1470,1469,1,91.7,Minor Issue
INS000397,DEL000397,EMP0090,2024-10-26,962,962,0,96.87,Pass
INS000398,DEL000398,EMP0186,2025-06-14,787,782,5,83.0,Minor Issue
INS000399,DEL000399,EMP0085,2025-02-18,1942,1937,5,85.9,Minor Issue
INS000400,DEL000400,EMP0110,2026-05-31,803,803,0,98.41,Pass
INS000401,DEL000401,EMP0165,2025-04-24,150,140,10,68.76,Fail
INS000402,DEL000402,EMP0045,2025-05-24,2569,2569,0,95.93,Pass
INS000403,DEL000403,EMP0197,2026-07-19,2315,2315,0,97.12,Pass
INS000404,DEL000404,EMP0154,2025-11-19,1461,1461,0,96.19,Pass
INS000405,DEL000405,EMP0021,2026-02-21,2524,2524,0,97.9,Pass
INS000406,DEL000406,EMP0116,2026-01-30,898,898,0,96.65,Pass
INS000407,DEL000407,EMP0112,2024-11-05,3170,3170,0,99.13,Pass
INS000408,DEL000408,EMP0186,2025-04-15,2445,2443,2,87.23,Minor Issue
INS000409,DEL000409,EMP0193,2024-11-28,731,731,0,99.47,Pass
INS000410,DEL000410,EMP0044,2026-05-08,701,701,0,96.4,Pass
INS000411,DEL000411,EMP0001,2025-08-19,1440,1440,0,96.84,Pass
INS000412,DEL000412,EMP0184,2025-02-06,568,558,10,84.66,Minor Issue
INS000413,DEL000413,EMP0117,2024-11-16,1169,1169,0,99.79,Pass
INS000414,DEL000414,EMP0117,2026-02-03,2573,2573,0,97.58,Pass
INS000415,DEL000415,EMP0163,2026-06-17,3536,3536,0,98.18,Pass
INS000416,DEL000416,EMP0187,2025-07-21,436,436,0,98.87,Pass
INS000417,DEL000417,EMP0009,2025-08-29,863,863,0,97.68,Pass
INS000418,DEL000418,EMP0184,2025-02-21,2458,2458,0,98.16,Pass
INS000419,DEL000419,EMP0142,2025-05-17,4259,4259,0,98.5,Pass
INS000420,DEL000420,EMP0096,2026-05-05,386,385,1,89.41,Minor Issue
INS000421,DEL000421,EMP0187,2025-07-30,1645,1645,0,97.92,Pass
INS000422,DEL000422,EMP0170,2024-10-02,4089,4089,0,97.64,Pass
INS000423,DEL000423,EMP0172,2025-11-02,1636,1634,2,82.47,Minor Issue
INS000424,DEL000424,EMP0160,2025-01-24,125,125,0,96.84,Pass
INS000425,DEL000425,EMP0011,2026-06-03,65,65,0,96.41,Pass
INS000426,DEL000426,EMP0010,2025-07-01,108,108,0,98.8,Pass
INS000427,DEL000427,EMP0066,2025-10-29,1541,1540,1,88.19,Minor Issue
INS000428,DEL000428,EMP0027,2025-03-20,103,103,0,99.46,Pass
INS000429,DEL000429,EMP0006,2025-12-16,1164,1159,5,84.57,Minor Issue
INS000430,DEL000430,EMP0112,2025-08-29,3026,3026,0,95.5,Pass
INS000431,DEL000431,EMP0123,2026-03-20,2333,2333,0,95.79,Pass
INS000432,DEL000432,EMP0054,2025-05-22,62,62,0,98.96,Pass
INS000433,DEL000433,EMP0144,2024-08-15,1739,1739,0,99.17,Pass
INS000434,DEL000434,EMP0163,2024-11-16,4346,4346,0,99.27,Pass
INS000435,DEL000435,EMP0111,2025-07-11,2288,2288,0,98.25,Pass
INS000436,DEL000436,EMP0117,2024-11-06,2273,2273,0,99.91,Pass
INS000437,DEL000437,EMP0165,2025-05-23,831,831,0,96.91,Pass
INS000438,DEL000438,EMP0054,2026-05-14,482,482,0,99.5,Pass
INS000439,DEL000439,EMP0190,2025-08-18,83,83,0,95.13,Pass
INS000440,DEL000440,EMP0092,2026-04-21,1224,1214,10,93.78,Minor Issue
INS000441,DEL000441,EMP0115,2026-06-14,1027,1027,0,97.92,Pass
INS000442,DEL000442,EMP0198,2025-09-21,2273,2273,0,96.11,Pass
INS000443,DEL000443,EMP0136,2025-06-04,1870,1869,1,88.41,Minor Issue
INS000444,DEL000444,EMP0136,2025-06-25,1659,1659,0,95.55,Pass
INS000445,DEL000445,EMP0160,2025-07-02,1650,1649,1,93.69,Minor Issue
INS000446,DEL000446,EMP0143,2024-09-06,279,279,0,95.09,Pass
INS000447,DEL000447,EMP0007,2025-07-18,1715,1715,0,96.24,Pass
INS000448,DEL000448,EMP0162,2024-08-29,4163,4163,0,95.08,Pass
INS000449,DEL000449,EMP0198,2025-04-28,2491,2491,0,99.44,Pass
INS000450,DEL000450,EMP0174,2024-09-13,998,998,0,98.85,Pass
INS000451,DEL000451,EMP0076,2025-05-18,1647,1647,0,96.31,Pass
INS000452,DEL000452,EMP0007,2025-11-26,3838,3838,0,95.08,Pass
INS000453,DEL000453,EMP0027,2026-04-17,429,429,0,99.43,Pass
INS000454,DEL000454,EMP0046,2025-08-20,3813,3813,0,96.6,Pass
INS000455,DEL000455,EMP0045,2026-06-29,1699,1699,0,99.72,Pass
INS000456,DEL000456,EMP0183,2025-08-30,64,64,0,95.66,Pass
INS000457,DEL000457,EMP0107,2025-01-01,2757,2757,0,95.78,Pass
INS000458,DEL000458,EMP0194,2026-02-06,1530,1520,10,93.99,Minor Issue
INS000459,DEL000459,EMP0010,2026-04-18,346,336,10,86.84,Minor Issue
INS000460,DEL000460,EMP0014,2024-11-20,2206,2204,2,81.38,Minor Issue
INS000461,DEL000461,EMP0022,2025-02-13,1122,1122,0,96.53,Pass
INS000462,DEL000462,EMP0096,2025-06-22,2274,2274,0,99.67,Pass
INS000463,DEL000463,EMP0154,2025-06-05,2273,2273,0,97.77,Pass
INS000464,DEL000464,EMP0186,2026-01-27,1324,1324,0,99.61,Pass
INS000465,DEL000465,EMP0186,2025-12-09,219,219,0,96.59,Pass
INS000466,DEL000466,EMP0190,2025-12-10,964,964,0,97.45,Pass
INS000467,DEL000467,EMP0028,2025-11-21,3216,3216,0,96.61,Pass
INS000468,DEL000468,EMP0197,2026-04-15,1394,1392,2,93.16,Minor Issue
INS000469,DEL000469,EMP0011,2025-03-07,633,631,2,80.69,Minor Issue
INS000470,DEL000470,EMP0017,2024-12-10,1055,1055,0,97.23,Pass
INS000471,DEL000471,EMP0091,2025-06-08,773,773,0,99.99,Pass
INS000472,DEL000472,EMP0156,2025-07-25,2531,2526,5,81.14,Minor Issue
INS000473,DEL000473,EMP0195,2026-01-15,102,102,0,96.64,Pass
INS000474,DEL000474,EMP0184,2025-07-14,971,971,0,97.92,Pass
INS000475,DEL000475,EMP0109,2024-09-10,3355,3355,0,98.7,Pass
INS000476,DEL000476,EMP0170,2026-05-04,906,906,0,97.93,Pass
INS000477,DEL000477,EMP0187,2024-10-31,631,631,0,99.39,Pass
INS000478,DEL000478,EMP0187,2026-02-04,2780,2780,0,99.64,Pass
INS000479,DEL000479,EMP0144,2026-01-20,2613,2613,0,96.61,Pass
INS000480,DEL000480,EMP0112,2025-09-07,3972,3972,0,97.2,Pass
INS000481,DEL000481,EMP0162,2024-08-14,1008,1008,0,95.1,Pass
INS000482,DEL000482,EMP0060,2026-06-25,2509,2509,0,97.01,Pass
INS000483,DEL000483,EMP0044,2025-06-11,1822,1822,0,96.94,Pass
INS000484,DEL000484,EMP0017,2025-04-01,1267,1267,0,96.37,Pass
INS000485,DEL000485,EMP0042,2025-12-15,244,239,5,80.87,Minor Issue
INS000486,DEL000486,EMP0016,2024-10-17,611,596,15,87.86,Minor Issue
INS000487,DEL000487,EMP0110,2024-07-28,300,300,0,99.17,Pass
INS000488,DEL000488,EMP0109,2025-08-26,3646,3636,10,84.64,Minor Issue
INS000489,DEL000489,EMP0116,2025-06-08,499,499,0,99.5,Pass
INS000490,DEL000490,EMP0040,2025-10-20,1410,1410,0,99.85,Pass
INS000491,DEL000491,EMP0144,2025-11-05,1779,1779,0,98.48,Pass
INS000492,DEL000492,EMP0011,2026-02-18,603,603,0,98.54,Pass
INS000493,DEL000493,EMP0021,2024-09-21,1359,1338,21,81.64,Minor Issue
INS000494,DEL000494,EMP0143,2025-11-28,71,69,2,85.64,Minor Issue
INS000495,DEL000495,EMP0090,2025-03-08,351,351,0,96.56,Pass
INS000496,DEL000496,EMP0021,2025-09-27,1985,1983,2,82.29,Minor Issue
INS000497,DEL000497,EMP0027,2025-07-31,653,651,2,81.89,Minor Issue
INS000498,DEL000498,EMP0014,2026-05-23,919,914,5,81.78,Minor Issue
INS000499,DEL000499,EMP0051,2024-10-12,621,621,0,97.54,Pass
INS000500,DEL000500,EMP0162,2026-01-01,2436,2435,1,83.55,Minor Issue
INS000501,DEL000501,EMP0090,2025-05-30,1655,1655,0,99.58,Pass
INS000502,DEL000502,EMP0195,2025-03-16,756,756,0,99.61,Pass
INS000503,DEL000503,EMP0123,2024-10-23,1131,1131,0,96.16,Pass
INS000504,DEL000504,EMP0198,2025-06-05,86,84,2,86.93,Minor Issue
INS000505,DEL000505,EMP0085,2026-04-21,1910,1910,0,95.43,Pass
INS000506,DEL000506,EMP0043,2025-01-01,502,502,0,95.55,Pass
INS000507,DEL000507,EMP0092,2024-10-07,3211,3211,0,99.69,Pass
INS000508,DEL000508,EMP0174,2025-10-29,3316,3311,5,84.63,Minor Issue
INS000509,DEL000509,EMP0154,2025-08-26,3280,3280,0,95.07,Pass
INS000510,DEL000510,EMP0076,2025-10-28,574,574,0,97.56,Pass
INS000511,DEL000511,EMP0079,2025-01-23,624,624,0,99.02,Pass
INS000512,DEL000512,EMP0184,2026-07-01,1078,1068,10,90.46,Minor Issue
INS000513,DEL000513,EMP0144,2025-01-11,461,459,2,90.89,Minor Issue
INS000514,DEL000514,EMP0045,2025-08-05,663,643,20,67.55,Fail
INS000515,DEL000515,EMP0057,2025-11-06,1195,1193,2,81.13,Minor Issue
INS000516,DEL000516,EMP0186,2024-08-05,283,283,0,95.58,Pass
INS000517,DEL000517,EMP0014,2024-08-18,577,577,0,97.22,Pass
INS000518,DEL000518,EMP0014,2026-07-05,1659,1659,0,95.26,Pass
INS000519,DEL000519,EMP0112,2025-09-20,1698,1698,0,99.3,Pass
INS000520,DEL000520,EMP0022,2025-01-06,1092,1092,0,98.18,Pass
INS000521,DEL000521,EMP0060,2026-03-20,1857,1857,0,96.28,Pass
INS000522,DEL000522,EMP0146,2024-10-12,639,639,0,95.36,Pass
INS000523,DEL000523,EMP0091,2024-10-02,210,210,0,99.46,Pass
INS000524,DEL000524,EMP0060,2025-01-31,868,866,2,86.22,Minor Issue
INS000525,DEL000525,EMP0112,2024-08-23,2922,2922,0,98.48,Pass
INS000526,DEL000526,EMP0174,2026-01-22,1206,1206,0,95.57,Pass
INS000527,DEL000527,EMP0051,2025-07-26,147,147,0,99.18,Pass
INS000528,DEL000528,EMP0107,2026-04-23,184,184,0,95.7,Pass
INS000529,DEL000529,EMP0180,2026-01-30,257,257,0,99.15,Pass
INS000530,DEL000530,EMP0163,2025-10-18,2202,2202,0,99.62,Pass
INS000531,DEL000531,EMP0080,2025-03-26,806,806,0,99.2,Pass
INS000532,DEL000532,EMP0022,2025-09-17,3846,3846,0,95.03,Pass
INS000533,DEL000533,EMP0090,2025-12-30,3214,3214,0,97.56,Pass
INS000534,DEL000534,EMP0162,2025-09-17,2260,2250,10,89.0,Minor Issue
INS000535,DEL000535,EMP0163,2026-06-16,836,836,0,99.72,Pass
INS000536,DEL000536,EMP0112,2024-09-18,244,239,5,93.83,Minor Issue
INS000537,DEL000537,EMP0198,2025-09-27,906,906,0,98.97,Pass
INS000538,DEL000538,EMP0041,2025-06-19,3294,3294,0,97.36,Pass
INS000539,DEL000539,EMP0010,2025-03-12,1810,1810,0,98.36,Pass
INS000540,DEL000540,EMP0115,2026-06-05,325,325,0,97.89,Pass
INS000541,DEL000541,EMP0060,2025-10-01,3796,3796,0,97.28,Pass
INS000542,DEL000542,EMP0090,2025-04-19,661,661,0,96.78,Pass
INS000543,DEL000543,EMP0107,2024-12-23,1329,1329,0,95.94,Pass
INS000544,DEL000544,EMP0187,2025-02-07,655,655,0,98.37,Pass
INS000545,DEL000545,EMP0144,2025-07-18,703,696,7,87.08,Minor Issue
INS000546,DEL000546,EMP0109,2026-06-06,1631,1621,10,83.46,Minor Issue
INS000547,DEL000547,EMP0028,2024-10-08,1445,1445,0,98.06,Pass
INS000548,DEL000548,EMP0017,2025-02-03,181,181,0,99.07,Pass
INS000549,DEL000549,EMP0076,2026-05-18,4167,4162,5,92.13,Minor Issue
INS000550,DEL000550,EMP0040,2026-07-16,1382,1382,0,98.13,Pass
INS000551,DEL000551,EMP0016,2025-08-29,88,88,0,97.03,Pass
INS000552,DEL000552,EMP0111,2025-02-24,38,33,5,76.13,Fail
INS000553,DEL000553,EMP0197,2026-01-06,1932,1932,0,97.59,Pass
INS000554,DEL000554,EMP0180,2024-11-26,2178,2178,0,99.61,Pass
INS000555,DEL000555,EMP0172,2026-04-25,67,67,0,99.85,Pass
INS000556,DEL000556,EMP0066,2025-11-24,759,759,0,98.25,Pass
INS000557,DEL000557,EMP0172,2026-06-24,193,191,2,85.95,Minor Issue
INS000558,DEL000558,EMP0001,2025-01-31,4035,4035,0,95.91,Pass
INS000559,DEL000559,EMP0186,2025-03-22,106,106,0,99.92,Pass
INS000560,DEL000560,EMP0043,2025-11-17,4490,4490,0,98.19,Pass
INS000561,DEL000561,EMP0089,2025-12-11,2434,2424,10,93.26,Minor Issue
INS000562,DEL000562,EMP0186,2024-07-30,997,997,0,95.36,Pass
INS000563,DEL000563,EMP0198,2025-10-08,863,853,10,86.59,Minor Issue
INS000564,DEL000564,EMP0028,2026-03-01,1379,1379,0,97.76,Pass
INS000565,DEL000565,EMP0117,2025-10-13,55,55,0,96.1,Pass
INS000566,DEL000566,EMP0123,2024-12-15,1519,1514,5,91.41,Minor Issue
INS000567,DEL000567,EMP0080,2025-12-31,2520,2520,0,98.14,Pass
INS000568,DEL000568,EMP0090,2026-08-03,1222,1221,1,83.54,Minor Issue
INS000569,DEL000569,EMP0006,2024-08-29,1915,1915,0,95.92,Pass
INS000570,DEL000570,EMP0061,2025-11-19,1589,1589,0,96.28,Pass
INS000571,DEL000571,EMP0193,2026-03-05,1900,1900,0,95.2,Pass
INS000572,DEL000572,EMP0055,2025-11-05,643,642,1,81.39,Minor Issue
INS000573,DEL000573,EMP0154,2024-12-24,2341,2341,0,96.54,Pass
INS000574,DEL000574,EMP0136,2025-01-15,2202,2202,0,97.17,Pass
INS000575,DEL000575,EMP0010,2025-05-26,155,155,0,98.77,Pass
INS000576,DEL000576,EMP0040,2025-11-04,1819,1819,0,99.18,Pass
INS000577,DEL000577,EMP0109,2025-10-19,1395,1395,0,96.27,Pass
INS000578,DEL000578,EMP0089,2025-11-13,465,465,0,98.86,Pass
INS000579,DEL000579,EMP0184,2026-06-05,508,508,0,99.33,Pass
INS000580,DEL000580,EMP0077,2026-04-22,1254,1254,0,98.44,Pass
INS000581,DEL000581,EMP0154,2026-03-07,3632,3632,0,97.43,Pass
INS000582,DEL000582,EMP0187,2025-02-18,1583,1583,0,99.11,Pass
INS000583,DEL000583,EMP0197,2024-09-02,560,560,0,98.53,Pass
INS000584,DEL000584,EMP0109,2026-05-25,1416,1416,0,95.23,Pass
INS000585,DEL000585,EMP0174,2026-01-20,2213,2212,1,90.09,Minor Issue
INS000586,DEL000586,EMP0027,2026-04-17,1378,1378,0,99.15,Pass
INS000587,DEL000587,EMP0117,2026-06-07,1922,1922,0,96.96,Pass
INS000588,DEL000588,EMP0190,2025-03-26,292,292,0,96.39,Pass
INS000589,DEL000589,EMP0092,2024-09-22,753,748,5,93.57,Minor Issue
INS000590,DEL000590,EMP0077,2025-02-13,2651,2651,0,99.78,Pass
INS000591,DEL000591,EMP0007,2025-03-12,3656,3636,20,93.89,Minor Issue
INS000592,DEL000592,EMP0091,2025-02-06,2559,2559,0,97.69,Pass
INS000593,DEL000593,EMP0187,2025-03-01,1441,1441,0,99.15,Pass
INS000594,DEL000594,EMP0136,2025-04-23,280,280,0,98.42,Pass
INS000595,DEL000595,EMP0172,2024-08-24,722,722,0,95.0,Pass
INS000596,DEL000596,EMP0160,2025-12-14,1531,1531,0,99.65,Pass
INS000597,DEL000597,EMP0028,2025-03-20,283,283,0,98.14,Pass
INS000598,DEL000598,EMP0184,2025-07-31,1073,1073,0,95.63,Pass
INS000599,DEL000599,EMP0077,2024-08-21,2089,2089,0,97.95,Pass
INS000600,DEL000600,EMP0009,2025-08-12,2201,2201,0,97.58,Pass
INS000601,DEL000601,EMP0092,2025-01-03,2460,2455,5,87.89,Minor Issue
INS000602,DEL000602,EMP0184,2025-03-28,1591,1586,5,90.53,Minor Issue
INS000603,DEL000603,EMP0010,2024-12-05,647,646,1,80.24,Minor Issue
INS000604,DEL000604,EMP0162,2026-04-17,77,77,0,99.37,Pass
INS000605,DEL000605,EMP0110,2025-03-22,2715,2715,0,97.46,Pass
INS000606,DEL000606,EMP0107,2024-10-25,420,420,0,95.8,Pass
INS000607,DEL000607,EMP0110,2024-09-15,1369,1369,0,96.13,Pass
INS000608,DEL000608,EMP0066,2025-07-09,871,871,0,98.7,Pass
INS000609,DEL000609,EMP0044,2025-01-27,1337,1337,0,99.45,Pass
INS000610,DEL000610,EMP0022,2026-03-11,1336,1335,1,90.85,Minor Issue
INS000611,DEL000611,EMP0115,2024-09-25,3533,3528,5,91.71,Minor Issue
INS000612,DEL000612,EMP0187,2025-04-30,584,584,0,98.44,Pass
INS000613,DEL000613,EMP0193,2024-09-20,1137,1137,0,99.18,Pass
INS000614,DEL000614,EMP0028,2026-02-06,2690,2690,0,98.51,Pass
INS000615,DEL000615,EMP0186,2025-11-18,2903,2903,0,97.92,Pass
INS000616,DEL000616,EMP0042,2026-04-07,294,294,0,95.85,Pass
INS000617,DEL000617,EMP0077,2025-09-02,2353,2353,0,99.7,Pass
INS000618,DEL000618,EMP0060,2024-12-18,893,892,1,86.45,Minor Issue
INS000619,DEL000619,EMP0096,2026-01-17,2379,2377,2,84.98,Minor Issue
INS000620,DEL000620,EMP0054,2024-09-26,3295,3295,0,95.56,Pass
INS000621,DEL000621,EMP0079,2026-05-04,2713,2713,0,98.58,Pass
INS000622,DEL000622,EMP0170,2026-03-14,1389,1389,0,95.76,Pass
INS000623,DEL000623,EMP0085,2026-04-11,320,320,0,98.95,Pass
INS000624,DEL000624,EMP0079,2025-01-30,1197,1197,0,97.24,Pass
INS000625,DEL000625,EMP0195,2026-05-19,1375,1375,0,97.78,Pass
INS000626,DEL000626,EMP0092,2025-02-15,1219,1219,0,98.58,Pass
INS000627,DEL000627,EMP0186,2025-02-14,2980,2975,5,84.45,Minor Issue
INS000628,DEL000628,EMP0057,2026-05-12,762,762,0,97.61,Pass
INS000629,DEL000629,EMP0091,2026-04-01,1748,1746,2,85.5,Minor Issue
INS000630,DEL000630,EMP0170,2026-03-27,774,764,10,86.07,Minor Issue
INS000631,DEL000631,EMP0006,2024-12-21,1721,1720,1,83.77,Minor Issue
INS000632,DEL000632,EMP0134,2025-11-27,1765,1765,0,96.8,Pass
INS000633,DEL000633,EMP0190,2025-11-04,301,301,0,99.8,Pass
INS000634,DEL000634,EMP0060,2025-04-10,2781,2781,0,99.55,Pass
INS000635,DEL000635,EMP0066,2026-06-24,153,153,0,96.43,Pass
INS000636,DEL000636,EMP0010,2024-07-22,2958,2958,0,99.55,Pass
INS000637,DEL000637,EMP0085,2025-07-28,1702,1702,0,96.15,Pass
INS000638,DEL000638,EMP0190,2025-09-25,2480,2480,0,95.03,Pass
INS000639,DEL000639,EMP0180,2026-06-11,2710,2710,0,96.99,Pass
INS000640,DEL000640,EMP0186,2026-03-22,2344,2339,5,89.83,Minor Issue
INS000641,DEL000641,EMP0006,2025-04-28,861,856,5,80.3,Minor Issue
INS000642,DEL000642,EMP0109,2025-10-13,2985,2975,10,86.43,Minor Issue
INS000643,DEL000643,EMP0016,2024-11-02,2255,2255,0,98.89,Pass
INS000644,DEL000644,EMP0041,2026-07-20,900,900,0,96.38,Pass
INS000645,DEL000645,EMP0077,2026-03-22,600,600,0,96.43,Pass
INS000646,DEL000646,EMP0054,2024-09-02,1910,1910,0,96.89,Pass
INS000647,DEL000647,EMP0096,2025-06-18,1256,1256,0,97.54,Pass
INS000648,DEL000648,EMP0195,2025-03-15,1704,1704,0,98.46,Pass
INS000649,DEL000649,EMP0060,2026-04-03,415,415,0,97.9,Pass
INS000650,DEL000650,EMP0184,2026-05-16,717,717,0,99.32,Pass
INS000651,DEL000651,EMP0109,2024-09-11,4112,4112,0,97.11,Pass
INS000652,DEL000652,EMP0187,2025-01-28,1396,1396,0,98.74,Pass
INS000653,DEL000653,EMP0010,2025-01-02,206,206,0,99.02,Pass
INS000654,DEL000654,EMP0017,2026-05-18,2912,2912,0,96.85,Pass
INS000655,DEL000655,EMP0051,2025-02-17,2066,2066,0,98.05,Pass
INS000656,DEL000656,EMP0010,2025-11-04,1405,1400,5,81.21,Minor Issue
INS000657,DEL000657,EMP0174,2025-09-15,1614,1614,0,97.95,Pass
INS000658,DEL000658,EMP0028,2025-05-09,3461,3461,0,98.34,Pass
INS000659,DEL000659,EMP0011,2026-05-06,1321,1321,0,97.77,Pass
INS000660,DEL000660,EMP0117,2025-07-24,1088,1088,0,98.57,Pass
INS000661,DEL000661,EMP0129,2024-07-31,1330,1330,0,98.92,Pass
INS000662,DEL000662,EMP0115,2025-01-26,1802,1797,5,85.71,Minor Issue
INS000663,DEL000663,EMP0044,2025-11-25,2119,2119,0,98.04,Pass
INS000664,DEL000664,EMP0092,2025-12-01,1422,1422,0,98.23,Pass
INS000665,DEL000665,EMP0041,2025-04-24,295,294,1,93.31,Minor Issue
INS000666,DEL000666,EMP0060,2025-01-21,2574,2574,0,98.11,Pass
INS000667,DEL000667,EMP0117,2026-07-28,4488,4488,0,95.6,Pass
INS000668,DEL000668,EMP0011,2025-05-15,1437,1437,0,97.53,Pass
INS000669,DEL000669,EMP0165,2024-10-11,2971,2971,0,95.73,Pass
INS000670,DEL000670,EMP0134,2025-07-05,1539,1529,10,92.72,Minor Issue
INS000671,DEL000671,EMP0080,2026-03-09,2717,2717,0,99.84,Pass
INS000672,DEL000672,EMP0080,2024-12-07,2282,2282,0,98.89,Pass
INS000673,DEL000673,EMP0079,2025-08-09,2471,2471,0,97.37,Pass
INS000674,DEL000674,EMP0193,2025-05-28,582,582,0,95.63,Pass
INS000675,DEL000675,EMP0045,2025-01-15,1677,1677,0,95.43,Pass
INS000676,DEL000676,EMP0117,2025-11-14,251,251,0,98.14,Pass
INS000677,DEL000677,EMP0057,2026-06-03,2904,2904,0,95.55,Pass
INS000678,DEL000678,EMP0160,2026-05-18,3730,3730,0,99.73,Pass
INS000679,DEL000679,EMP0183,2024-07-26,551,551,0,99.76,Pass
INS000680,DEL000680,EMP0195,2024-09-09,1509,1509,0,99.58,Pass
INS000681,DEL000681,EMP0162,2025-11-25,840,840,0,97.53,Pass
INS000682,DEL000682,EMP0197,2025-06-24,1883,1883,0,96.67,Pass
INS000683,DEL000683,EMP0022,2024-08-13,758,758,0,96.62,Pass
INS000684,DEL000684,EMP0172,2026-04-01,2912,2912,0,98.4,Pass
INS000685,DEL000685,EMP0193,2024-09-07,3422,3422,0,97.32,Pass
INS000686,DEL000686,EMP0163,2024-12-05,3292,3292,0,98.68,Pass
INS000687,DEL000687,EMP0096,2026-06-01,2601,2601,0,98.79,Pass
INS000688,DEL000688,EMP0170,2024-12-11,628,623,5,86.74,Minor Issue
INS000689,DEL000689,EMP0043,2024-09-27,509,509,0,98.34,Pass
INS000690,DEL000690,EMP0016,2024-09-20,1582,1582,0,99.67,Pass
INS000691,DEL000691,EMP0022,2025-01-29,890,890,0,96.71,Pass
INS000692,DEL000692,EMP0146,2025-10-21,40,40,0,98.18,Pass
INS000693,DEL000693,EMP0077,2025-02-02,3190,3190,0,97.89,Pass
INS000694,DEL000694,EMP0051,2024-08-14,3861,3861,0,96.52,Pass
